Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in Singapore on 29 December 2023,Chaw Koh Yong,Good value purchase to build a system.
Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in the United Kingdom on 10 April 2024,William,"So, being an AMD fanboy, I was not keen on getting this, but the c/t (cores to threads) kinda caught my eye. Running 12 cores, and 20 threads (4 e-cores i think) I thought, well, for the price, it should be okay?"
Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in Spain on 23 August 2023,Javi_abj,Es lo que se espera de sus especificaciones.
Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in Mexico on 5 May 2023,César Quevedo,"Al momento de comprarlo tenía duda sobre si me llegaría muy maltratado, ya que es importado de Amazon USA, pero venía en excelente estado, cumplieron con el tiempo de entrega y no tuve absolutamente ningún problema en el envío ni en la entrega, además de que está a un precio más bajo que el resto. Lo recomiendo ampliamente, sobre todo para las personas como yo que están armando su primer PC Gamer y de trabajo y buscan pieza por pieza."
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 24 April 2024,ARUN,The processor was very power efficient i develop android apps and web development and for this the processor was beast and I do some little gaming with rx580 which combination was superb  with 5400mhz ddr5 memory 1 tb ssd . . .
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 14 May 2024,Ayush,Try to get it under 10k and check the rankings in details sections before buying anything
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 24 March 2024,Hruaia,"I upgrade from 9400f. The performance gain is a huge. I use cooler master hyper 212 with this and my cbinet have 3 intake 2 exhaust fan, Temp never cross 60°c even when full load stress test. The efficiency of this processor is incredible runs below 1.2 volt. It never reach 1.2v even when doing Multi core stress test."
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,4.0,Reviewed in India on 18 February 2024,Yavvari,"This will not work without graphic card, So be careful before ordering."
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 7 April 2024,Mr.GeAr,Best 👌 gaming and multitasking processor at the price of 12k for budget pc of of 80 k arround
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 28 January 2024,Joy Mukherjee,"It runs well for productivity tasks, 6 cores cpu is minimum requirement for smooth running any large software."
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 30 November 2023,Sagar Jadhav,"Got at the cheapest price of 10250Rs in the sale. I was a bit worried about getting scammed since this Processor was never sold for this low price, but guess I was in luck. The performance is just as good as expected 😄"
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 27 December 2023,Asad Shirazi,This is the king in Price-to-performance ratio.
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,4.0,Reviewed in India on 14 November 2023,Vijay David,"This one has no graphics processing unit and hence if you use this without graphics card, the bios will not boot."
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,4.0,Reviewed in India on 18 November 2023,Gautam Kumar,
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,5.0,Reviewed in India on 30 August 2022,Anand stephen,I brought this processor for my gaming/workstation build .
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,5.0,Reviewed in India on 15 January 2023,Paras Kumar,Was using amd cpu untill now. Cpu died in 2 year only. Now back to intel. Dad of AMD .
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,1.0,Reviewed in India on 22 February 2022,Sourav Singh,Product is good Price is high wait for prices to go down dont buy overpriced products. It's gives seller more power over us.
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,5.0,Reviewed in Mexico on 10 July 2023,Agustin,"Se siente mucho la diferencia en el cambio de AMD a Inter, es mucho más estable y más fluido, sus drivers están bien optimizados y corre espectacular, no se calienta, incluso al 100% de uso se mantiene en los 70 grados"
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,5.0,Reviewed in Germany on 26 February 2024,Ralf Schneider,"Ich hab ihn zurückgesendet da ich mittlerweile mein komplettes System umgestellt habe,"
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,5.0,Reviewed in France on 14 February 2024,Luis CORREIA,Bien
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,5.0,Reviewed in the United States on 28 April 2023,Smart Shopper,"I recently got my hands on the Intel Core i9-12900K Desktop Processor, and I have to say, I am blown away by its performance. This processor is an absolute powerhouse, with 16 cores (8P+8E) and speeds of up to 5.2 GHz. It's also unlocked, which means I can push its limits even further if I want to."
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,1.0,Reviewed in Australia on 22 February 2023,mark stenning,"Broken, just found out. Missed return window by 3 days"
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,5.0,Reviewed in Japan on 14 July 2023,YMS,"I purchase this CPU 1 year ago and it cost me 74,000 JPY back then."
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,5.0,Reviewed in Italy on 27 June 2023,Fausto,"Processore veramente ottimo in tutte le su parti.  Ottimo il venditore che ha spedito il processore ben 10 giorni prima della scadenza prevista. I processore è arrivato nella sua confezione originale , perfettamente sigillata, cosa che ormai non capita sempre. Complimenti"
"Intel Core i5-13600K Desktop Processor 14 cores (6 P-cores + 8 E-cores) 24M Cache, up to 5.1 GHz' Socket LGA 1700",,5.0,Reviewed in India on 25 November 2023,Krishna Priyo Hazra,Nice product.... You can go for it !!
"Intel Core i5-13600K Desktop Processor 14 cores (6 P-cores + 8 E-cores) 24M Cache, up to 5.1 GHz' Socket LGA 1700",,5.0,Reviewed in the United States on 3 August 2023,Steven,"The Intel Core i5-13600K (Latest Gen) Desktop Processor is a true powerhouse, delivering unparalleled performance with its 14 cores, consisting of 6 P-cores and 8 E-cores. This processor has far exceeded my expectations, providing seamless multitasking and blazing-fast performance for all my computing needs."
"Intel Core i5-13600K Desktop Processor 14 cores (6 P-cores + 8 E-cores) 24M Cache, up to 5.1 GHz' Socket LGA 1700",,5.0,Reviewed in Singapore on 30 July 2023,Joje LIBRE,i5 1X600Ks are always that sweet spot!
"Intel Core i5-13600K Desktop Processor 14 cores (6 P-cores + 8 E-cores) 24M Cache, up to 5.1 GHz' Socket LGA 1700",,5.0,Reviewed in Mexico on 24 May 2024,Antonio herrera,Es un poco caliente pero con muy bien rendimiento lo recomiendo
"Intel Core i5-13600K Desktop Processor 14 cores (6 P-cores + 8 E-cores) 24M Cache, up to 5.1 GHz' Socket LGA 1700",,5.0,Reviewed in Canada on 29 March 2024,Just a dude,Words cannot describe the change in performance.
"Intel Core i5-13600K Desktop Processor 14 cores (6 P-cores + 8 E-cores) 24M Cache, up to 5.1 GHz' Socket LGA 1700",,5.0,Reviewed in Japan on 6 January 2024,野村,コスパ良いです
"Intel Core i5-13600K Desktop Processor 14 cores (6 P-cores + 8 E-cores) 24M Cache, up to 5.1 GHz' Socket LGA 1700",,5.0,Reviewed in Brazil on 26 April 2024,João Paulo,"É Intel né, só colocar e pronto. Lógico que você pode configurar algumas coisas para ter mais desempenho. Mas basicamente é só colocar que vai ter um ótimo desempenho. Sobre Durabilidade ou se vai ter algum problema, só o tempo pode mostrar."
"Intel Core i5-13600K Desktop Processor 14 cores (6 P-cores + 8 E-cores) 24M Cache, up to 5.1 GHz' Socket LGA 1700",,5.0,Reviewed in Australia on 4 January 2023,YUDI UTOMO,Ahoy captain
"Intel Core i5-13600K Desktop Processor 14 cores (6 P-cores + 8 E-cores) 24M Cache, up to 5.1 GHz' Socket LGA 1700",,5.0,Reviewed in Canada on 27 April 2024,Amazon Customer,"This processor was on the higher end of my budget, but oh man it was worth it. 6p, 8e cores totalling to 20 threads gives me ample compute to do all sorts of intensive tasks. I can run Cyberpunk 2077 at 1440p 60fps on ultra settings, run LLM workloads, transcode video and audio on the fly, all at the same time, and the processor will only be at 60% usage on all threads."
"Intel Core i5-13600K Desktop Processor 14 cores (6 P-cores + 8 E-cores) 24M Cache, up to 5.1 GHz' Socket LGA 1700",,5.0,Reviewed in Mexico on 8 January 2024,Alex trejo,"Es una bestia de procesador, para montar desde una 3060 hasta una 4090, de los mejores"
"Intel Core i3-10100F 10th Generation LGA1200 Desktop Processor 4, 4 Cores 8 Threads up to 4.30GHz 6MB Cache",,5.0,Reviewed in India on 15 October 2023,Product kharap hai. On nhi ho raha. Or return nhi ho raha. Warrenty vi nhi de raha ye lok. Ye product kharap h kharid na mat. dur raho sob isse,Good product
"Intel Core i3-10100F 10th Generation LGA1200 Desktop Processor 4, 4 Cores 8 Threads up to 4.30GHz 6MB Cache",,4.0,Reviewed in India on 14 February 2022,Mohit Solanki,The most important thing is to notice that in this 10100F model needs an external graphics card. That makes it a costly processor.
"Intel Core i3-10100F 10th Generation LGA1200 Desktop Processor 4, 4 Cores 8 Threads up to 4.30GHz 6MB Cache",,5.0,Reviewed in India on 3 October 2023,Ratheesh Kumar kp,Kerala Kozhikode
"Intel Core i3-10100F 10th Generation LGA1200 Desktop Processor 4, 4 Cores 8 Threads up to 4.30GHz 6MB Cache",,5.0,Reviewed in India on 16 August 2022,Ananya C,This is as a good processor but this processor requires separate graphics card. Without graphics card there will be no display.
"Intel Core i3-10100F 10th Generation LGA1200 Desktop Processor 4, 4 Cores 8 Threads up to 4.30GHz 6MB Cache",,5.0,Reviewed in India on 9 February 2023,ROHIT CHAUHAN,Sexy processor i3 10100F beat i7 9generation
"Intel Core i3-10100F 10th Generation LGA1200 Desktop Processor 4, 4 Cores 8 Threads up to 4.30GHz 6MB Cache",,4.0,Reviewed in India on 10 July 2021,Akshath Mada,"If you are buying this processor you need to have external graphics card , it doesn't have inbuilt VGA output...u need to spend extra on a external graphics card. Better go for 10100, the one without F..."
"Intel Core i3-10100F 10th Generation LGA1200 Desktop Processor 4, 4 Cores 8 Threads up to 4.30GHz 6MB Cache",,1.0,Reviewed in India on 7 May 2024,i3 10th generation ,Maine i3 10th gen 10100f order kiya tha lekin aya 10105f my money loss ..😭😭.. return policy kam nahi kar raha hai 😭
"Intel Core i3-10100F 10th Generation LGA1200 Desktop Processor 4, 4 Cores 8 Threads up to 4.30GHz 6MB Cache",,5.0,Reviewed in India on 14 September 2022,dpsingh,This processor is very nice and vey cheap
"Intel Core i3-10100F 10th Generation LGA1200 Desktop Processor 4, 4 Cores 8 Threads up to 4.30GHz 6MB Cache",,3.0,Reviewed in India on 2 November 2023,Guramrit Singh,i bought 2 of these and its good for entry level gaming but not for the stuff i wanted to do unfortunately so the cpu and motherboard i bought are waste for me gotta get 100mb l3 cache cpu 6cores. overall okay cpu i3!
"Intel Core i3-10100F 10th Generation LGA1200 Desktop Processor 4, 4 Cores 8 Threads up to 4.30GHz 6MB Cache",,3.0,Reviewed in India on 3 March 2022,Muthuselvam,"This processor is not having internal GPU, hence if we don't have the external graphics card installed to the system, system won't boot. Please be informed with this information, I bought it without knowing this information and QA feedback shows it doesn't required additional graphics card. Don't get fooled with question and answers feedback."
Intel® Core™ i9-14900K New Gaming Desktop Processor 24 cores (8 P-cores + 16 E-cores) with Integrated Graphics - Unlocked,,5.0,Reviewed in India on 20 November 2023,Lokesh Kapoor,Just upgraded from i5 9400f to i9 14900k and super happy with the performance that I am able to achieve. It simply works buttery smooth. Large applications open like notepad apps.
Intel® Core™ i9-14900K New Gaming Desktop Processor 24 cores (8 P-cores + 16 E-cores) with Integrated Graphics - Unlocked,,1.0,Reviewed in India on 28 March 2024,Sumit Kumar,I don't liked the price of it .
Intel® Core™ i9-14900K New Gaming Desktop Processor 24 cores (8 P-cores + 16 E-cores) with Integrated Graphics - Unlocked,,1.0,Reviewed in India on 7 December 2023,Nipun,13 gen is better with same performence at low pricing. Avoid this product cause it have only 2 core touching 6000 mhz so in real life there are no difference.
Intel® Core™ i9-14900K New Gaming Desktop Processor 24 cores (8 P-cores + 16 E-cores) with Integrated Graphics - Unlocked,,5.0,Reviewed in Japan on 23 February 2024,jack,何をするにも早いですね！
Intel® Core™ i9-14900K New Gaming Desktop Processor 24 cores (8 P-cores + 16 E-cores) with Integrated Graphics - Unlocked,,5.0,Reviewed in Canada on 5 March 2024,Gilles Lafortune,bonne decision pour mon ordi
Intel® Core™ i9-14900K New Gaming Desktop Processor 24 cores (8 P-cores + 16 E-cores) with Integrated Graphics - Unlocked,,5.0,Reviewed in Mexico on 18 March 2024,Osmar Maldonado,"Viene en una caja pequeña y discreta, hasta me sorprendí, porque es la primera vez que me estoy construyendo una pc para juegos, y no pensé que el procesador fuese a ser tan pequeño JAJAJAJA."
Intel® Core™ i9-14900K New Gaming Desktop Processor 24 cores (8 P-cores + 16 E-cores) with Integrated Graphics - Unlocked,,5.0,Reviewed in Italy on 19 March 2024,Gogo,"Questo processore è una vera e propria potenza che soddisferà le esigenze dei gamer, degli utenti professionali e di coloro che cercano il massimo delle prestazioni nel proprio PC. Con una frequenza base di 3.6 GHz e una frequenza boost massima di 5.0 GHz consente di gestire efficacemente carichi di lavoro pesanti, rendendolo ideale per attività come il rendering video, il gaming e la produzione multimediale."
Intel® Core™ i9-14900K New Gaming Desktop Processor 24 cores (8 P-cores + 16 E-cores) with Integrated Graphics - Unlocked,,4.0,Reviewed in France on 8 November 2023,Théo,Bon pas de surprise sur la puissance de ce processeur c'est un monstre de puissance !
Intel® Core™ i9-14900K New Gaming Desktop Processor 24 cores (8 P-cores + 16 E-cores) with Integrated Graphics - Unlocked,,5.0,Reviewed in Japan on 7 January 2024,J,Fast shipping. Works as advertised.
Intel® Core™ i9-14900K New Gaming Desktop Processor 24 cores (8 P-cores + 16 E-cores) with Integrated Graphics - Unlocked,,5.0,Reviewed in the United States on 3 November 2023,Amazon lover,"So far so good.  This CPU is a monster and runs very nicely and boosts to max clocks (6ghz on two cores and 5.7ghz on all cores) unlimited TDP settings but thermally limited at 90c with -60mV offset.  I have noticed that it runs a bit cooler than my previous 13900KF, especially when you consider the core to core deltas.  I use my PC mostly for gaming and encoding, so as long as you have a great case with plenty of air flow and a top notch cooler, you can easily run it air cooled without issues as it will just throttle itself when it hits whatever thermal maximum you set in the UEFI BIOS."
Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in India on 28 June 2022,Anish Roy,"No doubt, 12th gen Intel processors are a marvel of computing technology. Although there is a continuing tug of war between Intel and AMD in this regard. I personally chose Intel Core i7 (12700K) with inbuilt UHD graphics for my newly built desktop PC. For those, who don't want to use a separate and usually exorbitantly priced graphics cards, this processor is a very good alternative. It can handle most of the processing intensive rendering of Blender easily with its unlocked overclocking (obviously you have to use the supporting motherboard, i.e. presently available Z690 chipset motherboards). It can also smoothly handle almost all the tasks of Adobe Lightroom and Photoshop with no hiccups. Not to mention the support of 4K video with HDR if you are looking for some decent and the latest entertainment in your PC. I would suggest this 12th Gen i7 to those who want to use their PC for content creation purpose in the best possible way and also at the same time save some money (compared to 12th Gen i9, which would ideally be the best anyway, but costlier too). The price is still at a high level. Hopefully this comes down soon with the launch of Intel's 13th Gen processors!"
Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in India on 29 March 2022,Maxrock89 ,"I have paired this processor with Asus Prime Z690A motherboard and 32G 5200Mhz DDR5 ram. My usage is mostly for Adobe suite for 4K video rendering & photoediting (without dedicated eGPU) and ocassonal AAA title gaming like GTA5, Battlefield, Cpunk,etc."
Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in Japan on 25 May 2023,Andy,自分のCPUが結構古いので、12年ぶりにアップグレードしました。
Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in Italy on 13 February 2024,Nicolo,"Processore eccellente, montato sul pc perfettamente senza intoppi, regge benissimo i giochi semplici anche senza scheda video"
Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in Australia on 2 April 2024,"Does the job and bright enough through the dark night, Red LED works really well and charge is holding up nicely. Can recommend the seller/product.","Working well, stable and can be overclock - with correct cooling setup. Good price too."
Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in Canada on 23 May 2024,Allan,"Does exactly what it's supposed to do, my computer works great"
Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in Singapore on 29 December 2023,Chaw Koh Yong,Good value purchase to build a system.
Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in the United Kingdom on 10 April 2024,William,"So, being an AMD fanboy, I was not keen on getting this, but the c/t (cores to threads) kinda caught my eye. Running 12 cores, and 20 threads (4 e-cores i think) I thought, well, for the price, it should be okay?"
Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in Spain on 23 August 2023,Javi_abj,Es lo que se espera de sus especificaciones.
Intel Core i7-12700K Desktop Processor 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA 1700 600 Series Chipset 125W,,5.0,Reviewed in Mexico on 5 May 2023,César Quevedo,"Al momento de comprarlo tenía duda sobre si me llegaría muy maltratado, ya que es importado de Amazon USA, pero venía en excelente estado, cumplieron con el tiempo de entrega y no tuve absolutamente ningún problema en el envío ni en la entrega, además de que está a un precio más bajo que el resto. Lo recomiendo ampliamente, sobre todo para las personas como yo que están armando su primer PC Gamer y de trabajo y buscan pieza por pieza."
Intel Core i3-10105F LGA1200 Desktop Processor 4 Cores 8 Threads up to 4.40GHz 6MB Cache,,5.0,Reviewed in India on 26 November 2021,Amazon Customer,"So far it's working well I haven't played any games so I don't know how it would work if we play games but it works perfectly fine for softwares like android studio ,vs code etc, About packing , it was very well packed the guy who packed knew what it is.Note that you must use a graphic card for it to work I used Zotac 720 2gb Graphic card"
Intel Core i3-10105F LGA1200 Desktop Processor 4 Cores 8 Threads up to 4.40GHz 6MB Cache,,4.0,Reviewed in India on 21 July 2022,Dipankar,The pc works fine but while working out with this pc at 4.2ghz it stutters a lot and u come do multi tasking ...... I would prefare u to run the cpu at max 3.9 ghz cause if u go beyond that there will be heating issues in normal use as well ..... my cpu at 4.2 ghz went from 70c to 83c .....Although cpu fan running at 100% and fan also makes a lot of noise.......This will shorten the life expectancy of the pc a lot .....
Intel Core i3-10105F LGA1200 Desktop Processor 4 Cores 8 Threads up to 4.40GHz 6MB Cache,,5.0,Reviewed in India on 8 February 2023,in4mative Techno,SUPERB PRODUCT TOP CLASS PERFORMANCE AND SELLER IS HONEST.. PERFECT PACKAGING..I want to Thanks the seller (Cherry India) who sent such a nice product.. and Thanks Amazon 👍Keep it uP👍
Intel Core i3-10105F LGA1200 Desktop Processor 4 Cores 8 Threads up to 4.40GHz 6MB Cache,,5.0,Reviewed in India on 4 December 2021,Sam,This one even outperforms some 18k processors on market. Beginner to Intermediate users can opt for this.
Intel Core i3-10105F LGA1200 Desktop Processor 4 Cores 8 Threads up to 4.40GHz 6MB Cache,,1.0,Reviewed in India on 18 August 2023,Placeholder,Better not buy it.
Intel Core i3-10105F LGA1200 Desktop Processor 4 Cores 8 Threads up to 4.40GHz 6MB Cache,,4.0,Reviewed in India on 22 March 2022,Bhanu,"Got used product, seal was open, and even thermal paste was dried out."
Intel Core i3-10105F LGA1200 Desktop Processor 4 Cores 8 Threads up to 4.40GHz 6MB Cache,,5.0,Reviewed in India on 26 April 2023,GOA,Suitable for entry level work
Intel Core i3-10105F LGA1200 Desktop Processor 4 Cores 8 Threads up to 4.40GHz 6MB Cache,,5.0,Reviewed in India on 21 June 2022,Rohan Raj,"Very good processor in budget, cheaper than offline market in my city."
Intel Core i3-10105F LGA1200 Desktop Processor 4 Cores 8 Threads up to 4.40GHz 6MB Cache,,4.0,Reviewed in India on 3 March 2022,Mayur Kulkarni,"The need for a graphics card is not mentioned, it does not show any output without a graphics card. Intel service center responses is very good."
Intel Core i3-10105F LGA1200 Desktop Processor 4 Cores 8 Threads up to 4.40GHz 6MB Cache,,4.0,Reviewed in India on 21 September 2022,Manoj kumar,good product
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 24 April 2024,ARUN,The processor was very power efficient i develop android apps and web development and for this the processor was beast and I do some little gaming with rx580 which combination was superb  with 5400mhz ddr5 memory 1 tb ssd . . .
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 14 May 2024,Ayush,Try to get it under 10k and check the rankings in details sections before buying anything
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 24 March 2024,Hruaia,"I upgrade from 9400f. The performance gain is a huge. I use cooler master hyper 212 with this and my cbinet have 3 intake 2 exhaust fan, Temp never cross 60°c even when full load stress test. The efficiency of this processor is incredible runs below 1.2 volt. It never reach 1.2v even when doing Multi core stress test."
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,4.0,Reviewed in India on 18 February 2024,Yavvari,"This will not work without graphic card, So be careful before ordering."
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 7 April 2024,Mr.GeAr,Best 👌 gaming and multitasking processor at the price of 12k for budget pc of of 80 k arround
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 28 January 2024,Joy Mukherjee,"It runs well for productivity tasks, 6 cores cpu is minimum requirement for smooth running any large software."
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 30 November 2023,Sagar Jadhav,"Got at the cheapest price of 10250Rs in the sale. I was a bit worried about getting scammed since this Processor was never sold for this low price, but guess I was in luck. The performance is just as good as expected 😄"
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,5.0,Reviewed in India on 27 December 2023,Asad Shirazi,This is the king in Price-to-performance ratio.
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,4.0,Reviewed in India on 14 November 2023,Vijay David,"This one has no graphics processing unit and hence if you use this without graphics card, the bios will not boot."
"Intel Core I5 12400F 12 Gen Generation Desktop Pc Processor 6, CPU with 18Mb Cache and Up to 4.40 Ghz Clock Speed Ddr5 and Ddr4 Ram Support Lga 1700 Socket, Micro ATX",,4.0,Reviewed in India on 18 November 2023,Gautam Kumar,
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,5.0,Reviewed in India on 30 August 2022,Anand stephen,I brought this processor for my gaming/workstation build .
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,5.0,Reviewed in India on 15 January 2023,Paras Kumar,Was using amd cpu untill now. Cpu died in 2 year only. Now back to intel. Dad of AMD .
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,1.0,Reviewed in India on 22 February 2022,Sourav Singh,Product is good Price is high wait for prices to go down dont buy overpriced products. It's gives seller more power over us.
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,5.0,Reviewed in Mexico on 10 July 2023,Agustin,"Se siente mucho la diferencia en el cambio de AMD a Inter, es mucho más estable y más fluido, sus drivers están bien optimizados y corre espectacular, no se calienta, incluso al 100% de uso se mantiene en los 70 grados"
Intel Core i9-12900K Desktop Processor16 (8P+8E) Cores up to 5.2 GHz Unlocked LGA1700 600 Series Chipset 125W,,5.0,Reviewed in Germany on 26 February 2024,Ralf Schneider,"Ich hab ihn zurückgesendet da ich mittlerweile mein komplettes System umgestellt habe,"
